4.611736267961821234e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.829243448373392589e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.105163547046605022e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.426195028914662100e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.764682398773857130e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.330256865836521030e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.409704056913745340e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.198589263476324884e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.195558223552740440e-01,0.000000000000000000e+00,0.000000000000000000e+00
8.284281256007455241e-01,0.000000000000000000e+00,0.000000000000000000e+00
8.090790760724850816e-01,0.000000000000000000e+00,0.000000000000000000e+00
9.268107259887954363e-01,0.000000000000000000e+00,0.000000000000000000e+00
9.430035918496273428e-01,0.000000000000000000e+00,0.000000000000000000e+00
9.641603854671028095e-01,0.000000000000000000e+00,0.000000000000000000e+00
8.988396679068915152e-01,0.000000000000000000e+00,0.000000000000000000e+00
9.973687172603213913e-01,0.000000000000000000e+00,0.000000000000000000e+00
9.986968043385404670e-01,0.000000000000000000e+00,0.000000000000000000e+00
9.993301558556308972e-01,0.000000000000000000e+00,0.000000000000000000e+00
8.941371025840261222e-01,0.000000000000000000e+00,0.000000000000000000e+00
9.999999948679754169e-01,0.000000000000000000e+00,0.000000000000000000e+00
9.486545820464520329e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.946362246338316560e-01,0.000000000000000000e+00,0.000000000000000000e+00
8.751949939269270118e-01,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.209689496940502984e-01,0.000000000000000000e+00,0.000000000000000000e+00
9.511185127843972964e-01,0.000000000000000000e+00,0.000000000000000000e+00
9.667515178184240554e-01,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.649562927619495412e-01,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.952162990852582158e-01,0.000000000000000000e+00,0.000000000000000000e+00
9.988349167979131416e-01,0.000000000000000000e+00,0.000000000000000000e+00
9.997081088984509645e-01,0.000000000000000000e+00,0.000000000000000000e+00
9.998633468862128115e-01,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.915050577339259430e-01,0.000000000000000000e+00,0.000000000000000000e+00
9.929133397222067448e-01,0.000000000000000000e+00,0.000000000000000000e+00
9.950345191133871392e-01,0.000000000000000000e+00,0.000000000000000000e+00
9.924474434491392660e-01,0.000000000000000000e+00,0.000000000000000000e+00
9.972125010066239525e-01,0.000000000000000000e+00,0.000000000000000000e+00
9.992436700498890101e-01,0.000000000000000000e+00,0.000000000000000000e+00
8.770661655006826152e-01,0.000000000000000000e+00,0.000000000000000000e+00
